Marke,Modell,Farbe,Erstzulassung,Jahr,Preis (Euro),Leistung (kW),Leistung (PS),Getriebe,Kraftstoff,Verbrauch (l/100 km),Verbrauch (g/km),Kilometerstand (km),Bemerkungen
mercedes-benz,Mercedes-Benz A 35 AMG,weiß,12/2020,2020,44470,225,306,Automatik,Benzin,"7,4 l/100 km",170 g/km,300.0,A35 AMG 4Matic*NUR 1.000 KM*PANORAMA*NAVI*PARK*
mercedes-benz,Mercedes-Benz CLA 250,weiß,08/2020,2020,36589,165,224,Automatik,Benzin,"6,8 l/100 km",156 g/km,94465.0,"4M SB AMG Line+Night+Pano+360°+Distr+19"""
mercedes-benz,Mercedes-Benz SL 400,weiß,06/2020,2020,99990,270,367,Automatik,Benzin,"8,6 l/100 km",204 g/km,4992.0,"AMG Line ILS+ Kamera Keyless 19"""
mercedes-benz,Mercedes-Benz A 200,weiß,11/2020,2020,25639,120,163,Automatik,Benzin,"5,3 l/100 km",120 g/km,34037.0,Progressive+LED+Spur+MBUX+DAB+Spur+Totwi
mercedes-benz,Mercedes-Benz C 220,weiß,10/2020,2020,33890,143,194,Automatik,Diesel,"4,4 l/100 km",134 g/km,58000.0,d T 9G-Tronic AMG Navi/Distronic/Kamera/Vi
mercedes-benz,Mercedes-Benz C 300,weiß,11/2020,2020,38890,143,194,Automatik,Hybrid (Elektro/Diesel),"1,2 l/100 km",35 g/km,54611.0,de AMG+NIGHT+COMAND+KAMERA+DISTRO+BURMEST
mercedes-benz,Mercedes-Benz A 250,weiß,11/2020,2020,32950,118,160,Automatik,Hybrid,,23 g/km,11290.0,e Limousine AMG+MBUXHigh+LED+Fernlicht-Ass Navi
mercedes-benz,Mercedes-Benz CLS 400,weiß,04/2020,2020,52850,250,340,Automatik,Diesel,6 l/100 km,158 g/km,128596.0,d 4M AMG*Distronic*Airmatic*Standh*Navi*
mercedes-benz,Mercedes-Benz EQA,weiß,10/2020,2020,43700,140,190,Automatik,Elektro,,0 g/km,1718.0,250 Advanced-Plus Fahrass Sitzklima 1718km
mercedes-benz,Mercedes-Benz GLA 45 AMG,weiß,08/2020,2020,61990,310,421,Automatik,Benzin,"9,2 l/100 km",210 g/km,15900.0,GLA 45 S 4MATIC AMG+LED+PANO+DRIVERP+AMBIENT+PTS
mercedes-benz,Mercedes-Benz E 300,weiß,06/2020,2020,32670,143,194,Automatik,Hybrid (Elektro/Diesel),"1,6 l/100 km",41 g/km,133120.0,de T°AMG Line°Memory°Multibeam°Widescreen°
mercedes-benz,Mercedes-Benz A 250,weiß,10/2020,2020,35689,118,160,Automatik,Hybrid,,65 km Reichweite,19883.0,e AMG/ED2020/Navi/LED/DAB/Sitzhz/PTS/Spieg Autom.
mercedes-benz,Mercedes-Benz Sprinter,weiß,12/2020,2020,25950,125,170,Schaltgetriebe,Diesel,,- (g/km),435909.0,317 CDI L3H2 *Klima*Kamera*Tempomat*
mercedes-benz,Mercedes-Benz E 53 AMG,weiß,08/2020,2020,74490,320,435,Automatik,Benzin,,- (g/km),8500.0,4M+ Panorama Burmester Distronic+
mercedes-benz,Mercedes-Benz V 300,weiß,08/2020,2020,65150,176,239,Automatik,Diesel,"7,5 l/100 km",205 g/km,19021.0,d AMG Line Edition Lang 19 AHK LED RFK
mercedes-benz,Mercedes-Benz V 250,weiß,03/2020,2020,57299,140,190,Automatik,Diesel,,168 g/km,50000.0,d LANG AMG-LINE 9G-TR WEBASTO LED DISTRONIC
mercedes-benz,Mercedes-Benz A 200,weiß,12/2020,2020,25785,120,163,Schaltgetriebe,Benzin,"5,3 l/100 km",122 g/km,19475.0,Progressive Pano RüCam HUD MBUX HighEnd
mercedes-benz,Mercedes-Benz E 220,weiß,04/2020,2020,39740,143,194,Automatik,Diesel,6 l/100 km,162 g/km,50194.0,d T Avantgarde 4MATIC 9G-tronic
mercedes-benz,Mercedes-Benz CLA 250,weiß,11/2020,2020,42990,165,224,Automatik,Benzin,"6,3 l/100 km",144 g/km,19838.0,Cp. 4M AMG Pano Burmester LED Night Kamera
mercedes-benz,Mercedes-Benz Vito,weiß,10/2020,2020,34022,140,190,Automatik,Diesel,"5,9 l/100 km",155 g/km,67200.0,119 ALLRAD 4x4 automatik Klima   extralang (447.6
mercedes-benz,Mercedes-Benz E 200,weiß,03/2020,2020,40990,155,211,Automatik,Hybrid,"6,4 l/100 km",146 g/km,26339.0,Sportpaket DAB LED RFK el. Sitze
mercedes-benz,Mercedes-Benz A 180,weiß,01/2020,2020,24890,100,136,Schaltgetriebe,Benzin,"6,3 l/100 km",144 g/km,8200.0,"Style LED,Pano,Teilleder,Parkassistent,PTS"
mercedes-benz,Mercedes-Benz A 200,weiß,12/2020,2020,26890,120,163,Schaltgetriebe,Benzin,"5,3 l/100 km",122 g/km,11374.0,PROGRESSIVE+LED+MBUX+NAVI+DAB+KAMERA+SITZHEIZUNG
mercedes-benz,Mercedes-Benz X 350,weiß,01/2020,2020,75950,190,258,Automatik,Diesel,"8,4 l/100 km",222 g/km,47400.0,d 4Matic DoKa*AluCab*Navi*4x4*Keyless*Kam*
mercedes-benz,Mercedes-Benz A 180,weiß,08/2020,2020,21850,85,116,Automatik,Diesel,"3,8 l/100 km",101 g/km,99438.0,d PDC SpurH Navigation Automatik Sitzheiz
mercedes-benz,Mercedes-Benz GLB 250,weiß,03/2020,2020,40180,165,224,Automatik,Benzin,"7,2 l/100 km",165 g/km,36975.0,4MATIC Night-Paket akt. Parkassistent
mercedes-benz,Mercedes-Benz E 300,weiß,02/2020,2020,39749,225,306,Automatik,Hybrid (Elektro/Diesel),"1,3 l/100 km",37 g/km,44750.0,de 9G Avantgarde NAV+LED+KAMERA+SHZ+18ZO
mercedes-benz,Mercedes-Benz A 200,weiß,12/2020,2020,30100,120,163,Automatik,Benzin,"5,3 l/100 km",139 g/km,34075.0,Progressive Pano Fahrass MBeam KeyGo AHK
mercedes-benz,Mercedes-Benz X 350,weiß,02/2020,2020,90990,190,258,Automatik,Diesel,"8,4 l/100 km",222 g/km,99849.0,d 4Matic MAYBACH UMBAU / 360° / LED
mercedes-benz,Mercedes-Benz V 300,weiß,04/2020,2020,68850,176,239,Automatik,Diesel,"8,6 l/100 km",227 g/km,48500.0,"d Avantgarde Edition 4matic AMG,Allrad,Distronic,S"
mercedes-benz,Mercedes-Benz E 400,weiß,10/2020,2020,73490,243,330,Automatik,Diesel,"6,3 l/100 km",166 g/km,5110.0,d 4M Cabrio AMG Line AHK Standhz Multib
mercedes-benz,Mercedes-Benz C 200,weiß,09/2020,2020,38680,135,184,Automatik,Benzin,"6,8 l/100 km",156 g/km,43720.0,2x AMG+Cabrio+Night+Airscarf+AHK+RüKam+
mercedes-benz,Mercedes-Benz CLA 200,weiß,09/2020,2020,34289,120,163,Schaltgetriebe,Benzin,"5,7 l/100 km",131 g/km,22683.0,"Coupé AMG Line+PSD+AHK+Night+Multibe+19"""
mercedes-benz,Mercedes-Benz GLE 53 AMG,weiß,03/2020,2020,89860,320,435,Automatik,Benzin,"9,3 l/100 km",245 g/km,62100.0,4M+ Night+Pano+Distro+M-LED+Chrompake
mercedes-benz,Mercedes-Benz B 220,weiß,09/2020,2020,29750,140,190,Automatik,Diesel,"5,2 l/100 km",137 g/km,47580.0,d Progressive/MBUX/Distr/AHK/360/Multibeam Navi
mercedes-benz,Mercedes-Benz E 220,weiß,01/2020,2020,36670,143,194,Automatik,Diesel,"4,8 l/100 km",125 g/km,67000.0,d T Avantgarde*WideScreen*AHK*Keyless*Kamera*LED*
mercedes-benz,Mercedes-Benz C 300,weiß,03/2020,2020,41790,190,258,Automatik,Benzin,"6,5 l/100 km",190 g/km,25176.0,4M T AMG Line Night Distr Multib Pano K
mercedes-benz,Mercedes-Benz A 35 AMG,weiß,10/2020,2020,45900,225,306,Automatik,Benzin,"7,4 l/100 km",183 g/km,12435.0,4Matic Speedshift DCT 7G WIDESCREEN
mercedes-benz,Mercedes-Benz GLB 250,weiß,03/2020,2020,31450,165,224,Automatik,Benzin,,- (g/km),47463.0,4M AMG Night Pano Offroad-T. AHK Sound
mercedes-benz,Mercedes-Benz B 220,weiß,06/2020,2020,33180,140,190,Automatik,Benzin,"7,3 l/100 km",165 g/km,16313.0,4MATIC Progressive LED Kamera
mercedes-benz,Mercedes-Benz A 250,weiß,08/2020,2020,24988,165,224,Automatik,Benzin,"6,4 l/100 km",146 g/km,17760.0,4M Progressive StHz Multibeam 360 MBUX HighE
mercedes-benz,Mercedes-Benz A 180,weiß,09/2020,2020,54900,85,116,Automatik,Diesel,"4,5 l/100 km",118 g/km,113908.0,d Limousine AHK*DISTR*SHZ*LED*CARPLAY*MBUX Style
mercedes-benz,Mercedes-Benz E 220,weiß,11/2020,2020,38189,143,194,Automatik,Diesel,"6,3 l/100 km",165 g/km,23982.0,d 4M Cabrio AMG Line Holz Sen DISTRO 360°
mercedes-benz,Mercedes-Benz CLA 250,weiß,03/2020,2020,25870,165,224,Automatik,Benzin,"6,7 l/100 km",153 g/km,64000.0,"4M Coupé AMG Line+PSD+Night+Kam+MBUX+19"""
mercedes-benz,Mercedes-Benz Vito,weiß,08/2020,2020,36529,120,163,Schaltgetriebe,Diesel,6 l/100 km,158 g/km,40000.0,116 CDI RWD LANG KLIMA|R.KAMERA|
mercedes-benz,Mercedes-Benz E 200,weiß,04/2020,2020,42590,118,160,Automatik,Diesel,"4,9 l/100 km",128 g/km,52391.0,"T d AMG Line 2x+Pano+Night+DAB+LED+AHK+19"""
mercedes-benz,Mercedes-Benz GLB 250,weiß,11/2020,2020,29080,165,224,Automatik,Benzin,"8,2 l/100 km",185 g/km,16307.0,4M DISTRONIC-NAVI PREMIUM-MULTIBEAM-DAB
mercedes-benz,Mercedes-Benz B 200,weiß,11/2020,2020,48490,120,163,Automatik,Benzin,"5,4 l/100 km",124 g/km,19128.0,Progressive LED AHK MBUX-HE Sitzh
mercedes-benz,Mercedes-Benz GLA 250,weiß,09/2020,2020,40180,118,160,Automatik,Hybrid,,56 km Reichweite,19022.0,e AMG Line Night AHK Distr Pano Kamer
mercedes-benz,Mercedes-Benz V 300,weiß,06/2020,2020,59890,176,239,Automatik,Diesel,"6,5 l/100 km",172 g/km,58500.0,EDITION 4MATIC lang M-Bux/AHK
mercedes-benz,Mercedes-Benz E 53 AMG,weiß,12/2020,2020,82490,320,435,Automatik,Benzin,,- (g/km),35810.0,"Cabrio 4Matic Dynamic+, MBUX, Burmester"
mercedes-benz,Mercedes-Benz E 200,weiß,07/2020,2020,56900,145,197,Automatik,Benzin,"6,5 l/100 km",148 g/km,16000.0,AMG Cabrio! Topausstattung!!
mercedes-benz,Mercedes-Benz B 200,weiß,10/2020,2020,34800,120,163,Automatik,Benzin,"5,4 l/100 km",123 g/km,6740.0,"7GAUT,Prog,MBUXHighEnd,LED,EASYPACK,S+WReifen,SHZ"
mercedes-benz,Mercedes-Benz GLA 200,weiß,07/2020,2020,29450,115,156,Automatik,Benzin,"6,6 l/100 km",151 g/km,55850.0,GLA -Klasse GLA 200
mercedes-benz,Mercedes-Benz E 300,weiß,01/2020,2020,37590,143,194,Automatik,Hybrid (Elektro/Diesel),"1,6 l/100 km",42 g/km,142500.0,de T 9G-TRONIC AMG Line PLUG-IN-HYBRID
mercedes-benz,Mercedes-Benz C 300,weiß,08/2020,2020,41350,143,194,Automatik,Hybrid (Elektro/Diesel),- (l/100 km),35 g/km,31500.0,de T-Modell NAVI*PANO*LED*SHZ*WINTERR.*KLIMA
mercedes-benz,Mercedes-Benz Sprinter,weiß,10/2020,2020,29890,120,163,Schaltgetriebe,Diesel,"7,7 l/100 km",201 g/km,117000.0,"316 CDI Maxi ""1.Hand,Klima,Navi,MBUX """
mercedes-benz,Mercedes-Benz B 200,weiß,12/2020,2020,35000,110,150,Automatik,Diesel,"4,7 l/100 km",124 g/km,13591.0,d B -Klasse (BM 247)
mercedes-benz,Mercedes-Benz B 180,weiß,11/2020,2020,24900,100,136,Schaltgetriebe,Benzin,,0 g/km,18700.0,B -Klasse
mercedes-benz,Mercedes-Benz GLE 300,weiß,08/2020,2020,71900,180,245,Automatik,Diesel,"6,1 l/100 km",161 g/km,30000.0,"d 4Matic AMG Line, 360° Kamera, Burmester, MBUX"
mercedes-benz,Mercedes-Benz Sprinter,weiß,07/2020,2020,30780,85,116,Automatik,Elektro,,0 g/km,4600.0,"312 e Sprinter 47kWh ""Klima,R-Cam,Sitzh"""
mercedes-benz,Mercedes-Benz Vito,weiß,04/2020,2020,22000,100,136,Schaltgetriebe,Diesel,"6,4 l/100 km",164 g/km,82000.0,Kasten 114/CDI/BT RWD kompakt  Klima+Navi
mercedes-benz,Mercedes-Benz Sprinter,weiß,02/2020,2020,28950,84,114,Schaltgetriebe,Diesel,"7,7 l/100 km",201 g/km,42000.0,III Kasten FWD 211 CDI FWD L2*Kamera
mercedes-benz,Mercedes-Benz C 200,weiß,08/2020,2020,32500,118,160,Automatik,Diesel,"4,8 l/100 km",127 g/km,62000.0,d T C -Klasse T-Modell (BM 205)
mercedes-benz,Mercedes-Benz Vito,weiß,08/2020,2020,30500,120,163,Schaltgetriebe,Diesel,6 l/100 km,158 g/km,71954.0,"116 CDI, RWD extralang Kasten (447)"
mercedes-benz,Mercedes-Benz,weiß,11/2020,2020,34451,125,170,Schaltgetriebe,Diesel,,-/-,104381.0,"Sprinter 317 CDI Lang Hoch Klima MBUX AHK 3,5T"
mercedes-benz,Mercedes-Benz B 180,weiß,10/2020,2020,26710,100,136,Schaltgetriebe,Benzin,"6,3 l/100 km",143 g/km,19900.0,Progressive/LED/Panorama-SD/Navigation/AHK
mercedes-benz,Mercedes-Benz GLC 300,weiß,03/2020,2020,51610,190,258,Automatik,Benzin,"8,6 l/100 km",196 g/km,36500.0,"4M Coupé Exclusive/19""/9G/LED/Burmester/"
mercedes-benz,Mercedes-Benz B 220,weiß,11/2020,2020,35770,140,190,Automatik,Diesel,"5,2 l/100 km",136 g/km,29618.0,"d AMG+KAMERA+AHK+EASYPACK+LED+MASSAGE+18"" Navi"
mercedes-benz,Mercedes-Benz GLC 300,weiß,12/2020,2020,54845,155,211,Automatik,Hybrid,,0 g/km,11176.0,e 4M Coupé AMG+MBUX+LED-HP+AHK+EHeck+360
mercedes-benz,Mercedes-Benz GLE 53 AMG,weiß,07/2020,2020,109900,320,435,Automatik,Benzin,"9,6 l/100 km",243 g/km,41000.0,"Coupe 4M+ 22"" Garantie Paket WINTERREIFEN Massage"
mercedes-benz,Mercedes-Benz C 300,weiß,02/2020,2020,36710,180,245,Automatik,Diesel,"5,9 l/100 km",156 g/km,23090.0,d T Night/Avantgarde/LED/Distronic/Memory
